frame_name,class,x,y,width,height
frame_9.jpg,0,0.693988,0.240772,0.0493148,0.0548455
frame_9.jpg,0,0.48221,0.159257,0.0282604,0.0310877
frame_9.jpg,0,0.881628,0.516251,0.0766617,0.142001
frame_9.jpg,0,0.491345,0.250852,0.0189413,0.0494685
frame_9.jpg,1,0.99199,0.714788,0.0152519,0.102575
frame_9.jpg,1,0.188375,0.591143,0.0438054,0.100969
frame_10.jpg,1,0.732757,0.360375,0.0466764,0.0662185
frame_10.jpg,0,0.693839,0.240529,0.0492596,0.0554108
frame_10.jpg,0,0.492571,0.246763,0.018349,0.0495656
frame_10.jpg,0,0.492974,0.233533,0.0196575,0.0706947
frame_10.jpg,0,0.19866,0.568414,0.0439389,0.0977248
frame_10.jpg,1,0.881559,0.516203,0.0766197,0.142066
frame_11.jpg,1,0.202922,0.557627,0.0409998,0.0947274
frame_11.jpg,0,0.493516,0.238115,0.0195747,0.0594377
frame_11.jpg,0,0.881476,0.516168,0.0768009,0.142088
frame_11.jpg,0,0.732837,0.360283,0.0468548,0.0662487
frame_12.jpg,1,0.732825,0.360318,0.0466967,0.0662482
frame_12.jpg,1,0.495557,0.236406,0.0182541,0.0521567
frame_12.jpg,0,0.468845,0.159289,0.0271858,0.0401457
frame_12.jpg,1,0.88154,0.516276,0.0766506,0.141916
frame_12.jpg,1,0.213724,0.535643,0.040396,0.091423
frame_13.jpg,1,0.222672,0.512139,0.0389678,0.0975235
frame_13.jpg,0,0.881578,0.516149,0.0767048,0.142164
frame_13.jpg,1,0.732749,0.360327,0.0465436,0.0663018
frame_13.jpg,0,0.693866,0.240799,0.0493734,0.0549238
frame_14.jpg,1,0.732763,0.360246,0.04678,0.0663951
frame_14.jpg,0,0.498105,0.232034,0.0174595,0.0447546
frame_14.jpg,1,0.460363,0.159077,0.0273456,0.0411042
frame_14.jpg,1,0.227522,0.505285,0.0359714,0.0918804
frame_14.jpg,0,0.881567,0.51621,0.0767662,0.141704
frame_15.jpg,1,0.454804,0.164162,0.0268673,0.0366127
frame_15.jpg,0,0.732774,0.359028,0.0468979,0.0681365
frame_15.jpg,0,0.881602,0.516174,0.0767729,0.141811
frame_15.jpg,1,0.236192,0.491054,0.036419,0.0843711
frame_16.jpg,1,0.44892,0.166718,0.0270962,0.0347872
frame_16.jpg,1,0.881569,0.516182,0.0768131,0.14191
frame_16.jpg,0,0.732781,0.360232,0.0468124,0.0663202
frame_16.jpg,1,0.243481,0.474411,0.0333441,0.0829234
frame_17.jpg,0,0.247448,0.464849,0.0334725,0.0832012
frame_17.jpg,1,0.446394,0.166295,0.0276437,0.0379475
frame_17.jpg,0,0.882129,0.515827,0.0762127,0.142479
frame_17.jpg,0,0.732702,0.358767,0.0464937,0.0680822
frame_17.jpg,0,0.694131,0.240134,0.0490619,0.0558113
frame_18.jpg,1,0.732862,0.358669,0.0468901,0.0682432
frame_18.jpg,0,0.69411,0.240805,0.0490244,0.054797
frame_18.jpg,0,0.881934,0.515919,0.0762703,0.142407
frame_18.jpg,0,0.254665,0.450855,0.0314419,0.0790235
frame_18.jpg,1,0.440887,0.170713,0.027706,0.0307284
frame_19.jpg,0,0.732774,0.358887,0.0465253,0.0676441
frame_19.jpg,1,0.435484,0.170086,0.026764,0.0339188
frame_19.jpg,0,0.88203,0.515904,0.07654,0.142535
frame_19.jpg,1,0.261142,0.434176,0.0315194,0.0861745
frame_19.jpg,1,0.694154,0.240661,0.0490181,0.0549332
frame_20.jpg,0,0.694187,0.240906,0.0489626,0.0542594
frame_20.jpg,0,0.432697,0.171233,0.0276445,0.0340817
frame_20.jpg,1,0.264018,0.43073,0.0295267,0.0770295
frame_20.jpg,1,0.732863,0.359375,0.0467166,0.0668011
frame_20.jpg,0,0.882121,0.516162,0.076222,0.142873
frame_21.jpg,1,0.732804,0.358968,0.0465321,0.0677845
frame_21.jpg,1,0.694156,0.240974,0.0490433,0.0543469
frame_21.jpg,0,0.88193,0.516111,0.0764797,0.142906
frame_21.jpg,1,0.269178,0.416895,0.0274458,0.0755269
frame_22.jpg,0,0.275039,0.406666,0.029222,0.0726229
frame_22.jpg,1,0.88187,0.516162,0.0765205,0.143489
frame_22.jpg,1,0.694181,0.240729,0.0491749,0.0546519
frame_22.jpg,1,0.732845,0.359017,0.0466749,0.0675834
frame_23.jpg,0,0.732928,0.359404,0.0467293,0.0670024
frame_23.jpg,1,0.277747,0.40253,0.0265877,0.068666
frame_23.jpg,1,0.881812,0.516313,0.076638,0.143654
frame_23.jpg,1,0.694157,0.240561,0.0491053,0.0548235
frame_24.jpg,1,0.694186,0.240561,0.0491917,0.0548213
frame_24.jpg,0,0.8821,0.516316,0.0763771,0.143271
frame_24.jpg,1,0.732837,0.35847,0.0465936,0.0688644
frame_24.jpg,0,0.281927,0.389247,0.0255266,0.0712451
frame_25.jpg,1,0.286821,0.379962,0.0252934,0.0662165
frame_25.jpg,0,0.881931,0.51621,0.0764959,0.143466
frame_25.jpg,0,0.732843,0.358955,0.0466688,0.067946
frame_25.jpg,1,0.694198,0.240828,0.0489595,0.0542199
frame_26.jpg,1,0.732802,0.358587,0.0465643,0.0683983
frame_26.jpg,0,0.288662,0.376435,0.0230738,0.0634452
frame_26.jpg,0,0.881981,0.516623,0.0767052,0.143727
frame_26.jpg,1,0.694232,0.240337,0.0489923,0.0553008
frame_27.jpg,1,0.732808,0.358022,0.0465923,0.0696236
frame_27.jpg,1,0.882085,0.516564,0.0767056,0.143594
frame_27.jpg,0,0.69421,0.240509,0.0491072,0.0549451
frame_27.jpg,0,0.292711,0.363968,0.0236834,0.0690139
frame_28.jpg,1,0.294607,0.356441,0.0240388,0.0674789
frame_28.jpg,1,0.882024,0.516324,0.0765511,0.143206
frame_28.jpg,0,0.694159,0.24055,0.049102,0.0550821
frame_28.jpg,1,0.732802,0.358173,0.0466088,0.069288
frame_29.jpg,1,0.88203,0.516547,0.0765829,0.14372
frame_29.jpg,1,0.296803,0.352669,0.0212801,0.0657464
frame_29.jpg,0,0.694208,0.240485,0.0490364,0.0551843
frame_29.jpg,1,0.384049,0.18797,0.0298678,0.0374535
frame_29.jpg,1,0.732837,0.358535,0.0465869,0.0684969
frame_30.jpg,1,0.300238,0.341037,0.0214631,0.0691689
frame_30.jpg,1,0.732791,0.357826,0.0465977,0.070124
frame_30.jpg,1,0.378622,0.187299,0.030629,0.0423413
frame_30.jpg,1,0.882036,0.516461,0.0765347,0.143545
frame_30.jpg,0,0.694187,0.240394,0.0490612,0.0553164
frame_31.jpg,0,0.302946,0.33589,0.0225553,0.0645721
frame_31.jpg,0,0.881975,0.516436,0.0766457,0.143391
frame_31.jpg,0,0.370886,0.188184,0.0306322,0.0434616
frame_31.jpg,0,0.694207,0.24034,0.0490447,0.0556619
frame_31.jpg,0,0.732834,0.35837,0.0465204,0.0689946
frame_32.jpg,0,0.882158,0.516131,0.0767971,0.140842
frame_32.jpg,0,0.733226,0.360775,0.0474495,0.0660788
frame_32.jpg,1,0.304188,0.333413,0.0209138,0.0612418
frame_32.jpg,0,0.367646,0.193653,0.0292967,0.0336439
frame_33.jpg,0,0.733261,0.360598,0.0474901,0.0664567
frame_33.jpg,1,0.882129,0.516073,0.0767635,0.140518
frame_33.jpg,0,0.305775,0.326818,0.0211501,0.0609309
frame_33.jpg,1,0.360627,0.195204,0.029273,0.0346842
frame_34.jpg,1,0.7332,0.360666,0.0473811,0.0664455
frame_34.jpg,0,0.881967,0.516126,0.0769709,0.140764
frame_34.jpg,0,0.308587,0.320911,0.0190155,0.0609408
frame_35.jpg,1,0.350066,0.198322,0.0300246,0.037552
frame_35.jpg,1,0.882004,0.515974,0.0765984,0.140672
frame_35.jpg,1,0.733206,0.360524,0.0475863,0.0666662
frame_35.jpg,1,0.309692,0.317613,0.0186294,0.0588785
frame_35.jpg,0,0.694214,0.240536,0.0487415,0.054363
frame_36.jpg,0,0.311224,0.309482,0.0198583,0.0584418
frame_36.jpg,1,0.733276,0.360545,0.0476524,0.066443
frame_36.jpg,0,0.342833,0.196181,0.0302955,0.0447879
frame_36.jpg,0,0.882021,0.516194,0.0769051,0.140957
frame_37.jpg,0,0.882067,0.51607,0.0767746,0.140508
frame_37.jpg,0,0.336215,0.195997,0.0301642,0.0530343
frame_37.jpg,1,0.31353,0.305557,0.0201445,0.0558861
frame_37.jpg,0,0.733194,0.360559,0.0477009,0.0663893
frame_37.jpg,0,0.694244,0.240974,0.0485256,0.0535974
frame_38.jpg,0,0.694201,0.241078,0.0485978,0.0534167
frame_38.jpg,1,0.733252,0.360533,0.0475616,0.0664658
frame_38.jpg,0,0.314399,0.300609,0.0185928,0.0587039
frame_38.jpg,0,0.8821,0.516007,0.0766952,0.140588
frame_38.jpg,1,0.332119,0.19968,0.0298971,0.0489535
frame_39.jpg,1,0.32583,0.204418,0.0299976,0.0426556
frame_39.jpg,0,0.315496,0.29351,0.0194916,0.0597289
frame_39.jpg,1,0.881952,0.516166,0.0769543,0.140849
frame_39.jpg,0,0.733228,0.360486,0.0475393,0.0664739
frame_39.jpg,1,0.694213,0.241323,0.0486286,0.0528289
frame_40.jpg,1,0.882079,0.516024,0.0766945,0.140578
frame_40.jpg,1,0.733125,0.360536,0.0475249,0.0664608
frame_40.jpg,0,0.31754,0.292269,0.0199921,0.0506736
frame_40.jpg,0,0.319697,0.204733,0.0287744,0.0398516
frame_40.jpg,1,0.694187,0.24123,0.0485977,0.0532897
frame_41.jpg,0,0.694175,0.241134,0.0485734,0.0532217
frame_41.jpg,1,0.317917,0.290915,0.019862,0.0498569
frame_41.jpg,1,0.882099,0.515998,0.0768579,0.140564
frame_41.jpg,1,0.733038,0.360393,0.0475382,0.0667096
frame_42.jpg,0,0.882113,0.516041,0.0766886,0.140366
frame_42.jpg,1,0.307894,0.210429,0.0318988,0.0425421
frame_42.jpg,1,0.319818,0.281991,0.019228,0.0552364
frame_42.jpg,0,0.733086,0.360491,0.0475296,0.0665286
frame_43.jpg,0,0.88216,0.516047,0.0767447,0.140311
frame_43.jpg,0,0.300856,0.212078,0.0311553,0.0484424
frame_43.jpg,0,0.733086,0.360566,0.047389,0.0664592
frame_43.jpg,1,0.320859,0.279967,0.0182882,0.0513499
frame_44.jpg,1,0.439601,0.151763,0.019753,0.0366166
frame_44.jpg,1,0.694193,0.240265,0.0487291,0.0549904
frame_44.jpg,0,0.32165,0.275879,0.0177168,0.0537597
frame_44.jpg,0,0.882086,0.516101,0.0769783,0.140763
frame_44.jpg,1,0.297506,0.211765,0.0306417,0.0474554
frame_44.jpg,0,0.733033,0.360432,0.0475629,0.0666422
frame_45.jpg,1,0.882109,0.51614,0.0769127,0.140708
frame_45.jpg,1,0.291161,0.212023,0.0305356,0.0496416
frame_45.jpg,0,0.733089,0.360457,0.0474745,0.0664587
frame_45.jpg,0,0.323582,0.272014,0.0172437,0.0498993
frame_46.jpg,1,0.694183,0.240127,0.0487681,0.055307
frame_46.jpg,1,0.882104,0.516104,0.0769505,0.140783
frame_46.jpg,0,0.733035,0.360396,0.0474899,0.0666346
frame_46.jpg,1,0.282989,0.216152,0.0315706,0.0474391
frame_46.jpg,0,0.32473,0.261885,0.0179209,0.0553002
frame_47.jpg,1,0.882092,0.515831,0.0762489,0.141506
frame_47.jpg,0,0.326201,0.26264,0.0160562,0.0523513
frame_47.jpg,1,0.280938,0.221223,0.0300751,0.0377678
frame_48.jpg,0,0.278852,0.221691,0.021762,0.0321959
frame_48.jpg,0,0.32704,0.257746,0.0170127,0.0533625
frame_48.jpg,0,0.397434,0.23616,0.0240125,0.0376572
frame_48.jpg,0,0.732182,0.358894,0.0458517,0.0679906
frame_48.jpg,1,0.882219,0.515855,0.076445,0.141421
frame_49.jpg,0,0.732173,0.359015,0.0458579,0.067779
frame_49.jpg,0,0.328402,0.256389,0.0172072,0.0479557
frame_49.jpg,1,0.882172,0.515936,0.0766743,0.141564
frame_50.jpg,0,0.328771,0.254624,0.0163326,0.0455649
frame_50.jpg,1,0.882276,0.515993,0.0769114,0.141507
frame_50.jpg,0,0.732214,0.358898,0.045756,0.0679557
frame_50.jpg,0,0.694398,0.239645,0.0489403,0.0551636
frame_51.jpg,1,0.882155,0.51589,0.0762768,0.141124
frame_51.jpg,1,0.329811,0.251164,0.016247,0.0458413
frame_51.jpg,1,0.732205,0.358872,0.0458677,0.0680552
frame_51.jpg,0,0.694357,0.239438,0.0490794,0.0554658
frame_52.jpg,1,0.882087,0.515828,0.0764297,0.141524
frame_52.jpg,0,0.732184,0.358914,0.0458286,0.0680172
frame_52.jpg,0,0.69438,0.239044,0.0489555,0.0561728
frame_52.jpg,1,0.331373,0.248255,0.0166773,0.0433878
frame_53.jpg,0,0.694418,0.239545,0.0489403,0.0551939
frame_53.jpg,0,0.882068,0.515835,0.076276,0.141623
frame_53.jpg,1,0.732193,0.359024,0.0459795,0.0678096
frame_54.jpg,1,0.882109,0.515927,0.0763327,0.141594
frame_54.jpg,1,0.694369,0.239626,0.0489765,0.0551866
frame_54.jpg,0,0.732265,0.359037,0.045919,0.0678334
frame_54.jpg,0,0.33464,0.240201,0.0161468,0.0481878
frame_55.jpg,1,0.882124,0.515939,0.0763939,0.141678
frame_55.jpg,1,0.694384,0.239389,0.0489693,0.05525
frame_55.jpg,0,0.335644,0.232328,0.0152732,0.0532834
frame_55.jpg,0,0.732225,0.359137,0.0458633,0.0674004
frame_56.jpg,1,0.882136,0.515994,0.076408,0.141708
frame_56.jpg,1,0.694438,0.239468,0.0491,0.0552357
frame_56.jpg,0,0.33631,0.228785,0.0154007,0.0549116
frame_56.jpg,0,0.732257,0.358897,0.0459734,0.0681171
frame_57.jpg,0,0.420882,0.713382,0.0477174,0.174403
frame_57.jpg,1,0.694422,0.239587,0.0490801,0.0550244
frame_57.jpg,0,0.73224,0.35875,0.045899,0.0683684
frame_57.jpg,1,0.882128,0.51597,0.0764061,0.141729
frame_57.jpg,0,0.338761,0.230564,0.0159156,0.0433191
frame_58.jpg,0,0.340012,0.220118,0.0161538,0.0583301
frame_58.jpg,1,0.882324,0.51588,0.0765831,0.141147
frame_58.jpg,1,0.694443,0.239637,0.0490616,0.0552738
frame_58.jpg,0,0.732251,0.35891,0.0458841,0.0679489
frame_59.jpg,1,0.694403,0.239694,0.0490135,0.0549416
frame_59.jpg,0,0.340693,0.22526,0.017004,0.0457724
frame_59.jpg,0,0.732264,0.358682,0.045846,0.068413
frame_59.jpg,0,0.426429,0.652887,0.0459647,0.165967
frame_59.jpg,1,0.882116,0.515957,0.0764187,0.141672
frame_60.jpg,0,0.694419,0.239948,0.0490565,0.0548621
frame_60.jpg,1,0.432543,0.653401,0.0346149,0.0916043
frame_60.jpg,0,0.882116,0.516054,0.0764839,0.141624
frame_60.jpg,1,0.732281,0.358711,0.0458643,0.0683662
frame_61.jpg,0,0.882177,0.51601,0.0763678,0.141557
frame_61.jpg,0,0.732295,0.358674,0.0458759,0.0683773
frame_61.jpg,0,0.694425,0.239768,0.0490097,0.0549385
frame_61.jpg,1,0.344283,0.212512,0.0146581,0.0553564
frame_62.jpg,1,0.344992,0.20988,0.0149583,0.0574782
frame_62.jpg,0,0.732846,0.357743,0.0467913,0.0717524
frame_62.jpg,0,0.435604,0.608188,0.0293974,0.0849959
frame_62.jpg,0,0.881877,0.515823,0.0767635,0.142971
frame_63.jpg,0,0.88194,0.515833,0.0769413,0.142997
frame_63.jpg,0,0.732726,0.357863,0.0468866,0.0714032
frame_63.jpg,1,0.43541,0.553735,0.0388901,0.13946
frame_64.jpg,0,0.440079,0.542258,0.0323313,0.108188
frame_64.jpg,0,0.441439,0.555404,0.0290655,0.0814278
frame_64.jpg,0,0.732656,0.357794,0.046718,0.0716792
frame_64.jpg,1,0.881992,0.515853,0.0770718,0.143074
frame_65.jpg,1,0.881981,0.516037,0.0772148,0.143649
frame_65.jpg,0,0.441655,0.516177,0.0335987,0.134511
frame_65.jpg,0,0.442132,0.540565,0.0312611,0.0851132
frame_65.jpg,0,0.732677,0.358242,0.0467325,0.0705942
frame_66.jpg,0,0.445014,0.520789,0.0266264,0.0804021
frame_66.jpg,0,0.374266,0.232516,0.0277679,0.040837
frame_66.jpg,0,0.732734,0.357781,0.0470497,0.071592
frame_66.jpg,1,0.881862,0.516154,0.077294,0.143619
frame_67.jpg,1,0.881929,0.516544,0.0774658,0.14466
frame_67.jpg,0,0.732729,0.357963,0.0469646,0.0711413
frame_67.jpg,0,0.447779,0.503668,0.0255048,0.0724431
frame_68.jpg,0,0.448539,0.478566,0.0319368,0.104936
frame_68.jpg,1,0.881863,0.516693,0.0772478,0.144931
frame_68.jpg,0,0.732703,0.358173,0.0469675,0.0706761
frame_69.jpg,0,0.4521,0.472739,0.0264561,0.0785727
frame_69.jpg,1,0.881968,0.517268,0.0774,0.145962
frame_69.jpg,0,0.732673,0.358436,0.0468571,0.0704115
frame_70.jpg,0,0.453484,0.459787,0.0246895,0.0676986
frame_70.jpg,0,0.732689,0.358027,0.0468384,0.0709
frame_70.jpg,1,0.881781,0.516742,0.0772594,0.145042
frame_70.jpg,0,0.369588,0.232244,0.0311656,0.0432592
frame_71.jpg,1,0.881912,0.516754,0.077367,0.14511
frame_71.jpg,0,0.732644,0.35816,0.0467381,0.0708015
frame_71.jpg,0,0.454345,0.451098,0.0233829,0.0712433
frame_72.jpg,0,0.456703,0.435553,0.0253398,0.0691162
frame_72.jpg,1,0.732624,0.35799,0.0467665,0.0712518
frame_72.jpg,0,0.881897,0.517548,0.0776009,0.146809
frame_73.jpg,1,0.458075,0.415212,0.024513,0.0781804
frame_73.jpg,0,0.732574,0.358072,0.0467072,0.0709124
frame_73.jpg,0,0.882032,0.516882,0.0775982,0.145047
frame_73.jpg,1,0.51138,0.147004,0.0266254,0.0266496
frame_74.jpg,1,0.732632,0.357949,0.0467771,0.071195
frame_74.jpg,0,0.458763,0.415018,0.0249279,0.0664182
frame_74.jpg,0,0.881827,0.517074,0.077331,0.145876
frame_75.jpg,0,0.732657,0.357877,0.0468008,0.0712947
frame_75.jpg,1,0.460573,0.399983,0.0214276,0.0670386
frame_75.jpg,0,0.881962,0.5167,0.0774262,0.144972
frame_76.jpg,0,0.881918,0.516768,0.0774689,0.145225
frame_76.jpg,0,0.463126,0.376878,0.0255037,0.0936584
frame_76.jpg,1,0.732672,0.357412,0.0468027,0.0721454
frame_77.jpg,0,0.73249,0.356413,0.0459639,0.0741495
frame_77.jpg,1,0.881487,0.517349,0.078307,0.144896
frame_77.jpg,0,0.464686,0.38015,0.0233154,0.0745054
frame_78.jpg,0,0.694296,0.23878,0.0484037,0.0571346
frame_78.jpg,1,0.732582,0.355715,0.0462057,0.075636
frame_78.jpg,0,0.881453,0.516869,0.0779545,0.144137
frame_78.jpg,1,0.466232,0.368942,0.022637,0.0709096
frame_79.jpg,1,0.881283,0.517464,0.0784525,0.14607
frame_79.jpg,0,0.487871,0.146357,0.0253802,0.0341987
frame_79.jpg,0,0.466644,0.353535,0.0237801,0.0833281
frame_79.jpg,0,0.732531,0.35619,0.0461166,0.0744076
frame_79.jpg,1,0.694282,0.239406,0.0483854,0.0561689
frame_80.jpg,0,0.694323,0.239406,0.0482574,0.0560932
frame_80.jpg,1,0.732537,0.356867,0.0459747,0.0731611
frame_80.jpg,1,0.881418,0.517179,0.0781677,0.145183
frame_80.jpg,1,0.486841,0.146298,0.0277278,0.0342302
frame_80.jpg,0,0.467993,0.358721,0.0204876,0.0602498
frame_81.jpg,1,0.468532,0.340375,0.0218698,0.0717523
frame_81.jpg,0,0.881462,0.517114,0.0783028,0.144086
frame_81.jpg,1,0.732539,0.356155,0.046081,0.0745984
frame_81.jpg,0,0.694198,0.238409,0.0485506,0.0577679
frame_82.jpg,0,0.470185,0.338459,0.0201878,0.06254
frame_82.jpg,1,0.881252,0.516902,0.0780739,0.143833
frame_82.jpg,0,0.732657,0.356432,0.0460152,0.0738029
frame_82.jpg,1,0.694251,0.23872,0.0483791,0.0573125
frame_83.jpg,1,0.88129,0.518091,0.0785194,0.1458
frame_83.jpg,0,0.694203,0.238941,0.0485551,0.0571336
frame_83.jpg,0,0.732596,0.356573,0.0460463,0.0735828
frame_83.jpg,1,0.471795,0.33747,0.0188457,0.0556913
frame_84.jpg,1,0.732584,0.357581,0.0460926,0.0716843
frame_84.jpg,1,0.88134,0.517808,0.0785015,0.145428
frame_84.jpg,1,0.4731,0.326829,0.0185609,0.0625277
frame_84.jpg,0,0.694259,0.239001,0.0485407,0.056709
frame_85.jpg,0,0.694213,0.239199,0.0484467,0.056265
frame_85.jpg,0,0.88135,0.517876,0.0784245,0.1455
frame_85.jpg,1,0.474877,0.321586,0.0183813,0.0574984
frame_85.jpg,0,0.732654,0.356672,0.0461273,0.0735346
frame_86.jpg,0,0.182386,0.920632,0.0742638,0.157049
frame_86.jpg,1,0.475583,0.319066,0.0178207,0.0535684
frame_86.jpg,1,0.694234,0.239111,0.048453,0.0566636
frame_86.jpg,0,0.881532,0.517191,0.0782486,0.14426
frame_86.jpg,1,0.732618,0.35677,0.0461285,0.0735179
frame_87.jpg,0,0.477232,0.307763,0.0184099,0.0619056
frame_87.jpg,1,0.881388,0.516663,0.0779274,0.143742
frame_87.jpg,0,0.732646,0.356693,0.0461561,0.0734122
frame_87.jpg,0,0.460225,0.147987,0.0262959,0.0399389
frame_87.jpg,0,0.199604,0.9241,0.0560843,0.118541
frame_87.jpg,1,0.694259,0.239806,0.0483823,0.0550967
frame_88.jpg,0,0.732595,0.356728,0.0462086,0.0734007
frame_88.jpg,1,0.881468,0.517365,0.078318,0.144789
frame_88.jpg,0,0.456089,0.154215,0.0281898,0.0281638
frame_88.jpg,0,0.477728,0.297492,0.0191092,0.0668701
frame_88.jpg,1,0.694244,0.239333,0.0483574,0.0561597
frame_89.jpg,0,0.73264,0.356827,0.0461721,0.0731665
frame_89.jpg,1,0.881337,0.516755,0.0780128,0.144012
frame_89.jpg,0,0.454203,0.154496,0.0279577,0.0268388
frame_89.jpg,1,0.694253,0.239227,0.0482855,0.0561814
frame_89.jpg,0,0.228045,0.795341,0.054998,0.17378
frame_89.jpg,0,0.478714,0.296745,0.0188234,0.0634872
frame_90.jpg,1,0.694233,0.239185,0.0483002,0.0563186
frame_90.jpg,0,0.732636,0.35659,0.046207,0.0736312
frame_90.jpg,1,0.881356,0.516698,0.078001,0.143865
frame_90.jpg,0,0.243606,0.744327,0.0499588,0.155958
frame_90.jpg,0,0.452554,0.145424,0.0290351,0.0440751
frame_90.jpg,1,0.479715,0.292786,0.0189053,0.0571709
frame_91.jpg,1,0.348161,0.230132,0.0278161,0.0452332
frame_91.jpg,0,0.694211,0.238961,0.0483419,0.056914
frame_91.jpg,1,0.481528,0.284802,0.01905,0.0612937
frame_91.jpg,0,0.397822,0.943213,0.051555,0.108315
frame_91.jpg,1,0.732635,0.356845,0.0461061,0.0730706
frame_91.jpg,0,0.2571,0.692599,0.0472421,0.153024
frame_91.jpg,1,0.881329,0.516721,0.0780302,0.14412
frame_92.jpg,1,0.73237,0.359211,0.046681,0.068217
frame_92.jpg,0,0.694401,0.241566,0.0491043,0.0518348
frame_92.jpg,0,0.443584,0.149118,0.0247775,0.039801
frame_92.jpg,1,0.262105,0.69653,0.0401784,0.0982658
frame_92.jpg,1,0.481739,0.284606,0.0179066,0.0582912
frame_92.jpg,0,0.882468,0.515773,0.0768955,0.140761
frame_92.jpg,0,0.400337,0.9288,0.0494852,0.135248
frame_93.jpg,1,0.732341,0.358707,0.0469126,0.069062
frame_93.jpg,0,0.694453,0.241302,0.0492392,0.052434
frame_93.jpg,1,0.482958,0.2773,0.0184579,0.0614028
frame_93.jpg,0,0.272986,0.642121,0.039994,0.119208
frame_93.jpg,0,0.882336,0.515848,0.0772438,0.14097
frame_93.jpg,0,0.406982,0.867389,0.0466056,0.12533
frame_94.jpg,1,0.732381,0.359198,0.046766,0.0682312
